"ddCompetitor","Country","Age","Stage","Composer","Associated Piece"
"Barry Douglas","United Kingdom","25","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Barry Douglas","United Kingdom","25","Recital Program","Beethoven","Sonata in A-flat op.110"
"Barry Douglas","United Kingdom","25","Recital Program","Corigliano","Fantasia on an Ostinato"
"Barry Douglas","United Kingdom","25","Recital Program","Mussorgsky","Pictures from an Exhibition"
"Barry Douglas","United Kingdom","25","Finals","Beethoven","Piano Concerto no.2 in B-flat op.19"
"Barry Douglas","United Kingdom","25","Finals","Brahms","Piano Concerto no.1 in D minor op.15"
"Lora Dimitrova","Bulgaria","22","Preliminary Phase 1","Bach","Partita no. 4 in D BWV 828"
"Lora Dimitrova","Bulgaria","22","Preliminary Phase 1","Beethoven","Sonata in E-flat op. 7"
"Lora Dimitrova","Bulgaria","22","Preliminary Phase 1","Chopin","Ballade no. 3 in A-flat op. 47, Etude in A-flat op. 10 no. 10"
"Lora Dimitrova","Bulgaria","22","Preliminary Phase 1","Liszt","Etude d'exécution transcendante no. 12 in B-flat minor ""Chasse-neige"""
"Lora Dimitrova","Bulgaria","22","Preliminary Phase 2","Mozart","Sonata in D K.311"
"Lora Dimitrova","Bulgaria","22","Preliminary Phase 2","Beethoven","Sonata in C op. 53 ""Waldstein"""
"Lora Dimitrova","Bulgaria","22","Preliminary Phase 2","Schumann","Études symphoniques op.13"
"Lora Dimitrova","Bulgaria","22","Preliminary Phase 2","Shostakovich","Prelude and Fugue no.24 in D minor op.87"
"Lora Dimitrova","Bulgaria","22","Semifinals Chamber","Schumann","Piano Quintet in E-flat op.44"
"Lora Dimitrova","Bulgaria","22","Recital Program","Bach","Chromatic Fantasy and Fugue BWV 903"
"Lora Dimitrova","Bulgaria","22","Recital Program","Beethoven","Sonata in C op.53 ""Waldstein"""
"Lora Dimitrova","Bulgaria","22","Recital Program","Hermann","Toccata"
"Lora Dimitrova","Bulgaria","22","Recital Program","Corigliano","Fantasia on an Ostinato"
"Lora Dimitrova","Bulgaria","22","Finals","Mozart","Piano Concerto no.24 in C minor K.491"
"Lora Dimitrova","Bulgaria","22","Finals","Beethoven","Piano Concerto no.4 in G op.58"
"Rian de Waal","Netherlands","26","Preliminary Phase 1","Bach","Toccata in E minor BWV 914"
"Rian de Waal","Netherlands","26","Preliminary Phase 1","Beethoven","Sonata in C op. 2 no. 3"
"Rian de Waal","Netherlands","26","Preliminary Phase 1","Chopin","Polonaise in F# minor op. 44, Etude in C op. 10 no. 1"
"Rian de Waal","Netherlands","26","Preliminary Phase 1","Liszt","Grande étude de Paganini no. 3 in G# minor ""La Campanella"""
"Rian de Waal","Netherlands","26","Preliminary Phase 2","Mozart","Sonata in E-flat K.282"
"Rian de Waal","Netherlands","26","Preliminary Phase 2","Beethoven","Sonata in C op. 53 ""Waldstein"""
"Rian de Waal","Netherlands","26","Preliminary Phase 2","Brahms","Sonata no. 2 in F# minor op. 2"
"Rian de Waal","Netherlands","26","Preliminary Phase 2","Prokofiev","Sonata no. 7 in B-flat op. 83"
"Rian de Waal","Netherlands","26","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Rian de Waal","Netherlands","26","Recital Program","Mendelssohn","Prelude and Fugue no.1 in E minor op.35"
"Rian de Waal","Netherlands","26","Recital Program","Brahms","Sonata no.2 in F# minor op.2"
"Rian de Waal","Netherlands","26","Recital Program","Corigliano","Fantasia on an Ostinato"
"Rian de Waal","Netherlands","26","Recital Program","Godowsky","Symphonic metamorphosis on themes from Johann Strauss'Künstlerleben"
"Rian de Waal","Netherlands","26","Finals","Mozart","Piano Concerto no.24 in C minor K.491"
"Rian de Waal","Netherlands","26","Finals","Tchaikovsky","Piano Concerto no.1 in B-flat minor op.23"
"Sergio de los Cobos","Spain","28","Preliminary Phase 1","Bach","Toccata in E minor BWV 914"
"Sergio de los Cobos","Spain","28","Preliminary Phase 1","Haydn","Sonata in C H.XVI/50"
"Sergio de los Cobos","Spain","28","Preliminary Phase 1","Chopin","Scherzo no.3 in C# minor op.39, Etude in B minor op.25 no.10"
"Sergio de los Cobos","Spain","28","Preliminary Phase 1","Debussy","Etudes, Book II: no.7 Pour les degrés chromatiques"
"Sergio de los Cobos","Spain","28","Preliminary Phase 2","Mozart","Sonata in F K.280"
"Sergio de los Cobos","Spain","28","Preliminary Phase 2","Beethoven","Sonata in E op.109"
"Sergio de los Cobos","Spain","28","Preliminary Phase 2","Liszt","Après une lecture de Dante"
"Sergio de los Cobos","Spain","28","Preliminary Phase 2","Ravel","Miroirs: Alborada del gracioso"
"Sergio de los Cobos","Spain","28","Semifinals Chamber","Schumann","Piano Quintet in E-flat op.44"
"Sergio de los Cobos","Spain","28","Recital Program","Messiaen","Vingt regards sur l'enfant Jésus: no.11 Première communion de la vierge"
"Sergio de los Cobos","Spain","28","Recital Program","Corigliano","Fantasia on an Ostinato"
"Sergio de los Cobos","Spain","28","Recital Program","Beethoven","Sonata in E op.109"
"Sergio de los Cobos","Spain","28","Recital Program","Albéniz","Fête-Dieu à Séville"
"Sergio de los Cobos","Spain","28","Finals","Beethoven","Piano Concerto no.2 in B-flat op.19"
"Sergio de los Cobos","Spain","28","Finals","Chopin","Piano Concerto no.2 in F minor op.21"
"Marie-Noëlle Damien","Belgium","23","Preliminary Phase 1","Bach","Toccata in E minor BWV 914"
"Marie-Noëlle Damien","Belgium","23","Preliminary Phase 1","Beethoven","Sonata in D op.10 no.3"
"Marie-Noëlle Damien","Belgium","23","Preliminary Phase 1","Chopin","Scherzo no.3 in C# minor op.39, Etude in C op.10 no.1"
"Marie-Noëlle Damien","Belgium","23","Preliminary Phase 1","Rachmaninoff","Etude-tableau in A minor op.39 no.6"
"Marie-Noëlle Damien","Belgium","23","Preliminary Phase 2","Mozart","Sonata in E-flat K.282"
"Marie-Noëlle Damien","Belgium","23","Preliminary Phase 2","Beethoven","Sonata in E-flat op.81a ""Les Adieux"""
"Marie-Noëlle Damien","Belgium","23","Preliminary Phase 2","Brahms","Variations on a Theme of Paganini op.35 Book I"
"Marie-Noëlle Damien","Belgium","23","Preliminary Phase 2","Scriabin","Etudes op.42 (nos.3,4,5), Sonata no.4 in F# op.30"
"Marie-Noëlle Damien","Belgium","23","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Marie-Noëlle Damien","Belgium","23","Recital Program","Scriabin","Etudes op.42 (nos.3,4,5)"
"Marie-Noëlle Damien","Belgium","23","Recital Program","Ravel","Gaspard de la nuit: Scarbo"
"Marie-Noëlle Damien","Belgium","23","Recital Program","Corigliano","Fantasia on an Ostinato"
"Marie-Noëlle Damien","Belgium","23","Recital Program","Prokofiev","Sonata no.6 in A op.82"
"Marie-Noëlle Damien","Belgium","23","Finals","Mozart","Piano Concerto no.24 in C minor K.491"
"Marie-Noëlle Damien","Belgium","23","Finals","Rachmaninoff","Piano Concerto no.3 in D minor op.30"
"Chia Chou","Canada","25","Preliminary Phase 1","Bach","Partita no. 1 in B-flat BWV 825"
"Chia Chou","Canada","25","Preliminary Phase 1","Haydn","Sonata in E-flat H.XVI/52"
"Chia Chou","Canada","25","Preliminary Phase 1","Chopin","Scherzo no. 4 in E op. 54, Etude in A minor op. 10 no. 2"
"Chia Chou","Canada","25","Preliminary Phase 1","Liszt","Etude de concert no. 2 ""Gnomenreigen"""
"Chia Chou","Canada","25","Preliminary Phase 2","Mozart","Sonata in D K.311"
"Chia Chou","Canada","25","Preliminary Phase 2","Beethoven","Sonata in E-flat op. 81a ""Les Adieux"""
"Chia Chou","Canada","25","Preliminary Phase 2","Brahms","Variations and Fugue on a Theme of Handel op. 24"
"Chia Chou","Canada","25","Preliminary Phase 2","Debussy","Images: Book II"
"Chia Chou","Canada","25","Semifinals Chamber","Brahms","Piano Quintet in F minor op. 34"
"Chia Chou","Canada","25","Recital Program","Corigliano","Fantasia on an Ostinato"
"Chia Chou","Canada","25","Recital Program","Schumann","Fantasie in C op.17"
"Chia Chou","Canada","25","Recital Program","Stravinsky","Three Movements from Petrushka"
"Chia Chou","Canada","25","Finals","Mozart","Piano Concerto no.20 in C minor K.491"
"Chia Chou","Canada","25","Finals","Beethoven","Piano Concerto no.4 in G op.58"
"Hung-Kuan Chen","United States","27","Preliminary Phase 1","Bach","Chromatic Fantasy and Fugue BWV 903"
"Hung-Kuan Chen","United States","27","Preliminary Phase 1","Beethoven","Sonata in E-flat op. 7"
"Hung-Kuan Chen","United States","27","Preliminary Phase 1","Chopin","Polonaise-Fantaisie in A-flat op. 61, Etude in A minor op. 10 no. 2"
"Hung-Kuan Chen","United States","27","Preliminary Phase 1","Liszt","Etude d'exécution transcendante no. 5 ""Feux follets"""
"Hung-Kuan Chen","United States","27","Preliminary Phase 2","Mozart","Sonata in C minor K.457"
"Hung-Kuan Chen","United States","27","Preliminary Phase 2","Beethoven","Sonata in B-flat op. 106 ""Hammerklavier"""
"Hung-Kuan Chen","United States","27","Preliminary Phase 2","Chopin","Sonata in B-flat minor op. 35"
"Hung-Kuan Chen","United States","27","Preliminary Phase 2","Scriabin","Sonata in F# op.53"
"Hung-Kuan Chen","United States","27","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Hung-Kuan Chen","United States","27","Recital Program","Schumann","Gesänge der Frühe op.133 nos.1 and 2"
"Hung-Kuan Chen","United States","27","Recital Program","Liszt","Sonata in B minor"
"Hung-Kuan Chen","United States","27","Recital Program","Ravel","Gaspard de la nuit: Ondine"
"Hung-Kuan Chen","United States","27","Recital Program","Bartók","Etude op.18 no.3"
"Hung-Kuan Chen","United States","27","Recital Program","Corigliano","Fantasia on an Ostinato"
"Hung-Kuan Chen","United States","27","Recital Program","Scriabin","Sonata in F# op.53"
"Hung-Kuan Chen","United States","27","Finals","Mozart","Piano Concerto no.20 in D minor K.466"
"Hung-Kuan Chen","United States","27","Finals","Prokofiev","Piano Concerto no.2 in G minor op.16"
"Competitor Xname","Country","Age","Stage","Composer","Associated Piece"
"David Buechner","United States","25","Preliminary Phase 1","Bach","Partita No.1 in B-flat major BWV 825"
"David Buechner","United States","25","Preliminary Phase 1","Beethoven","Sonata in C minor Op.13Pathétique"
"David Buechner","United States","25","Preliminary Phase 1","Chopin","Barcarolle in F-sharp major Op.60"
"David Buechner","United States","25","Preliminary Phase 1","Chopin","Etude in A-flat major Op.10 No.10"
"David Buechner","United States","25","Preliminary Phase 1","Liszt","Transcendental Etude No.8Le Chasseur Maudit"
"David Buechner","United States","25","Preliminary Phase 2","Mozart","Sonata in F major K.533/494"
"David Buechner","United States","25","Preliminary Phase 2","Beethoven","Sonata in A major Op.101"
"David Buechner","United States","25","Preliminary Phase 2","Brahms","Variations and Fugue on a Theme by Handel Op.24"
"David Buechner","United States","25","Preliminary Phase 2","Bartók","Sonata"
"David Buechner","United States","25","Semifinals Chamber","Dvořák","Piano Quintet in A major Op.81"
"David Buechner","United States","25","Semifinals Recital","Franck","Prelude, Fugue, and Variation Op.18"
"David Buechner","United States","25","Semifinals Recital","Martinů","Fantaisie et Toccata"
"David Buechner","United States","25","Semifinals Recital","Corigliano","Fantasia on an Ostinato"
"David Buechner","United States","25","Semifinals Recital","Schubert","Fantasie in C major D.760Wanderer"
"David Buechner","United States","25","Finals Concerti","Mozart","Piano Concerto No.25 in C major K.503"
"David Buechner","United States","25","Finals Concerti","Rachmaninoff","Piano Concerto No.1 in F-sharp minor Op.1"
"Kathryn Brown","United States","23","Preliminary Phase 1","Bach","English Suite No.3 in G minor BWV 808"
"Kathryn Brown","United States","23","Preliminary Phase 1","Beethoven","Sonata in D minor Op.31 No.2Tempest"
"Kathryn Brown","United States","23","Preliminary Phase 1","Chopin","Ballade No.4 in F minor Op.52"
"Kathryn Brown","United States","23","Preliminary Phase 1","Chopin","Etude in E major Op.10 No.3"
"Kathryn Brown","United States","23","Preliminary Phase 1","Liszt","Etude d’exécution transcendante No.5Feux Follets"
"Kathryn Brown","United States","23","Preliminary Phase 2","Mozart","Sonata in A major K.331"
"Kathryn Brown","United States","23","Preliminary Phase 2","Beethoven","Sonata in E-flat major Op.81aLes Adieux"
"Kathryn Brown","United States","23","Preliminary Phase 2","Schumann","Sonata in G minor Op.22"
"Kathryn Brown","United States","23","Preliminary Phase 2","Ravel","Valses nobles et sentimentales"
"Kathryn Brown","United States","23","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"Kathryn Brown","United States","23","Semifinals Recital","Corigliano","Fantasia on an Ostinato"
"Kathryn Brown","United States","23","Semifinals Recital","Mozart","Sonata in A major K.331"
"Kathryn Brown","United States","23","Semifinals Recital","Chopin","Andante spianato and Grande Polonaise brillante in E-flat major Op.22"
"Kathryn Brown","United States","23","Semifinals Recital","Lees","Sonata Breve"
"Kathryn Brown","United States","23","Finals Concerti","Mozart","Piano Concerto No.20 in D minor K.466"
"Kathryn Brown","United States","23","Finals Concerti","Prokofiev","Piano Concerto No.3 in C major Op.26"
"William Bloomquist","United States","28","Preliminary Phase 1","Bach","Partita No.1 in B-flat BWV 825"
"William Bloomquist","United States","28","Preliminary Phase 1","Beethoven","Sonata No.2 in A major Op.2"
"William Bloomquist","United States","28","Preliminary Phase 1","Chopin","Ballade No.4 in F minor Op.52, Etude in G-flat major Op.10 No.5Black Keys"
"William Bloomquist","United States","28","Preliminary Phase 1","Scriabin","Etude in D-sharp minor Op.8 No.12"
"William Bloomquist","United States","28","Preliminary Phase 2","Mozart","Sonata in B-flat major K.333"
"William Bloomquist","United States","28","Preliminary Phase 2","Beethoven","Sonata in E major Op.109"
"William Bloomquist","United States","28","Preliminary Phase 2","Liszt","Vallée d’Obermann"
"William Bloomquist","United States","28","Preliminary Phase 2","Scriabin","Sonata No.4 in F-sharp major Op.30"
"William Bloomquist","United States","28","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"William Bloomquist","United States","28","Semifinals Recital","Beethoven","Sonata in E major Op.109"
"William Bloomquist","United States","28","Semifinals Recital","Corigliano","Fantasia on an Ostinato"
"William Bloomquist","United States","28","Semifinals Recital","Liszt","Sonata in B minor"
"William Bloomquist","United States","28","Finals Concerti","Mozart","Piano Concerto No.20 in D minor K.466"
"William Bloomquist","United States","28","Finals Concerti","Grieg","Piano Concerto in A minor Op.16"
"Philippe Bianconi","France","25","Preliminary Phase 1","Bach","Toccata in C minor BWV 911"
"Philippe Bianconi","France","25","Preliminary Phase 1","Haydn","Sonata in C major Hob. XVI/50"
"Philippe Bianconi","France","25","Preliminary Phase 1","Chopin","Ballade No.1 in G minor Op.23, Etude in A minor Op.25 No.11"
"Philippe Bianconi","France","25","Preliminary Phase 1","Debussy","Etudes, Book II: No.9Pour les notes répétées"
"Philippe Bianconi","France","25","Preliminary Phase 2","Mozart","Sonata in C minor K.457"
"Philippe Bianconi","France","25","Preliminary Phase 2","Beethoven","Sonata in C minor Op.111"
"Philippe Bianconi","France","25","Preliminary Phase 2","Liszt","Mephisto Waltz No.1"
"Philippe Bianconi","France","25","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"Philippe Bianconi","France","25","Semifinals Recital","Schumann","Davidsbündlertänze Op.6"
"Philippe Bianconi","France","25","Semifinals Recital","Ravel","FromMiroirs: Noctuelles, Une barque sur l’océan"
"Philippe Bianconi","France","25","Semifinals Recital","Prokofiev","Sonata No.3 in A minor Op.28"
"Philippe Bianconi","France","25","Semifinals Recital","Corigliano","Fantasia on an Ostinato"
"Philippe Bianconi","France","25","Finals Concerti","Mozart","Piano Concerto No.24 in C minor K.491"
"Philippe Bianconi","France","25","Finals Concerti","Brahms","Piano Concerto No.1 in D minor Op.15"
"Cristian Beldi","Romania","27","Preliminary Phase 1","Bach","Partita No.2 in C minor BWV 826"
"Cristian Beldi","Romania","27","Preliminary Phase 1","Haydn","Sonata in E-flat major Hob. XVI/52"
"Cristian Beldi","Romania","27","Preliminary Phase 1","Chopin","Scherzo No.1 in B minor Op.20, Etude in A minor Op.25 No.11"
"Cristian Beldi","Romania","27","Preliminary Phase 1","Rachmaninoff","Etude-Tableau in E-flat minor Op.39 No.5"
"Cristian Beldi","Romania","27","Preliminary Phase 2","Mozart","Sonata in F major K.332"
"Cristian Beldi","Romania","27","Preliminary Phase 2","Beethoven","Sonata in A major Op.101"
"Cristian Beldi","Romania","27","Preliminary Phase 2","Schubert","Fantasie in C major D.760Wanderer"
"Cristian Beldi","Romania","27","Preliminary Phase 2","Schoenberg","Drei Klavierstücke Op.11"
"Cristian Beldi","Romania","27","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"Cristian Beldi","Romania","27","Semifinals Recital","Chopin","Sonata in B-flat minor Op.35"
"Cristian Beldi","Romania","27","Semifinals Recital","Stravinsky","Three Movements fromPetrushka"
"Cristian Beldi","Romania","27","Semifinals Recital","Corigliano","Fantasia on an Ostinato"
"Cristian Beldi","Romania","27","Finals Concerti","Mozart","Piano Concerto No.24 in C minor K.491"
"Cristian Beldi","Romania","27","Finals Concerti","Brahms","Piano Concerto No.2 in B-flat major Op.83"
"Dan Atanasiu","Romania","29","Preliminary Phase 1","Bach","Chromatic Fantasy and Fugue BWV 903"
"Dan Atanasiu","Romania","29","Preliminary Phase 1","Beethoven","Sonata in D major Op.10 No.3"
"Dan Atanasiu","Romania","29","Preliminary Phase 1","Chopin","Scherzo No.2 in B-flat minor Op.31, Etude in A minor Op.25 No.11"
"Dan Atanasiu","Romania","29","Preliminary Phase 1","Liszt","Transcendental Etude No.10 in F minor"
"Dan Atanasiu","Romania","29","Preliminary Phase 2","Mozart","Sonata in B-flat major K.333"
"Dan Atanasiu","Romania","29","Preliminary Phase 2","Beethoven","Sonata in F minor Op.57Appassionata"
"Dan Atanasiu","Romania","29","Preliminary Phase 2","Liszt","Sonata in B minor"
"Dan Atanasiu","Romania","29","Preliminary Phase 2","Prokofiev","Sonata No.7 in B-flat major Op.83"
"Dan Atanasiu","Romania","29","Semifinals Chamber","Dvořák","Piano Quintet in A major Op.81"
"Dan Atanasiu","Romania","29","Semifinals Recital","Liszt","Sonata in B minor"
"Dan Atanasiu","Romania","29","Semifinals Recital","Corigliano","Fantasia on an Ostinato"
"Dan Atanasiu","Romania","29","Semifinals Recital","Chopin","Sonata in B-flat minor Op.35"
"Dan Atanasiu","Romania","29","Finals Concerti","Mozart","Piano Concerto No.20 in D minor K.466"
"Dan Atanasiu","Romania","29","Finals Concerti","Chopin","Piano Concerto No.2 in F minor Op.21"
"Dickran Atamian","United States","29","Preliminary Phase 1","Bach","English Suite No.2 in A minor BWV 807"
"Dickran Atamian","United States","29","Preliminary Phase 1","Beethoven","Sonata in C minor Op.13Pathétique"
"Dickran Atamian","United States","29","Preliminary Phase 1","Chopin","Ballade No.3 in A-flat major Op.47, Etude in B minor Op.25 No.10"
"Dickran Atamian","United States","29","Preliminary Phase 1","Liszt","Grande Étude de Paganini No.6 in A minor"
"Dickran Atamian","United States","29","Preliminary Phase 2","Mozart","Sonata in A minor K.310"
"Dickran Atamian","United States","29","Preliminary Phase 2","Beethoven","Sonata in F minor Op.57Appassionata"
"Dickran Atamian","United States","29","Preliminary Phase 2","Brahms","Variations and Fugue on a Theme by Handel Op.24"
"Dickran Atamian","United States","29","Preliminary Phase 2","Ravel","Gaspard de la Nuit"
"Dickran Atamian","United States","29","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"Dickran Atamian","United States","29","Semifinals Recital","Chopin","Mazurkas Op.17: No.1 in B-flat major, No.2 in E minor, No.4 in A minor"
"Dickran Atamian","United States","29","Semifinals Recital","Chopin","Polonaise in F-sharp minor Op.44"
"Dickran Atamian","United States","29","Semifinals Recital","Corigliano","Fantasia on an Ostinato"
"Dickran Atamian","United States","29","Semifinals Recital","Prokofiev","Sonata No.6 in A major Op.82"
"Dickran Atamian","United States","29","Finals Concerti","Mozart","Piano Concerto No.20 in D minor K.466"
"Dickran Atamian","United States","29","Finals Concerti","Prokofiev","Piano Concerto No.3 in C major Op.26"
