Competitior Name,Country of Origin,Age,Stage,Composer,Piece,Ranking,Cliburn Yr,Column3
Konstantin Khachikyan,Russia,,Semifinal,Tchaikovsky,June,Semifinal,2023,
Konstantin Khachikyan,Russia,,Semifinal,Tchaikovsky,July,Semifinal,2023,
Konstantin Khachikyan,Russia,,Semifinal,Tchaikovsky,August,Semifinal,2023,
Konstantin Khachikyan,Russia,,Semifinal,Chopin,Polonaise-fantasy in A-flat major Op.61,Semifinal,2023,
Konstantin Khachikyan,Russia,,Final,Rachmaninoff,Piano Concerto No.3 in D minor Op.30,Semifinal,2023,
Konstantin Khachikyan,Russia,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Semifinal,2023,
Kyoungsun Park,South Korea,,Preliminary,Rachmaninoff,etude-tableau in D minor Op.39 No.8,Preliminary,2023,
Kyoungsun Park,South Korea,,Preliminary,Tchaikovsky,May,Preliminary,2023,
Kyoungsun Park,South Korea,,Preliminary,Liszt,Paganini Etude No.6 in A Minor,Preliminary,2023,
Kyoungsun Park,South Korea,,Preliminary,Chopin,etude in C minor Op.10 No.12,Preliminary,2023,
Kyoungsun Park,South Korea,,Preliminary,Tchaikovsky,Theme and Variations in f major Op.19 No.6,Preliminary,2023,
Kyoungsun Park,South Korea,,Preliminary,Haydn,Sonata in C major Hob.XVI:50,Preliminary,2023,
Kyoungsun Park,South Korea,,Preliminary,Bach,Prelude and Fugue in B-flat major BWV 866,Preliminary,2023,
Kyoungsun Park,South Korea,,Semifinal,Stravinsky,Trois mouvements de Petrouchka,Preliminary,2023,
Kyoungsun Park,South Korea,,Semifinal,Bortkiewicz,10 Preludes Op.33,Preliminary,2023,
Kyoungsun Park,South Korea,,Semifinal,Chopin,Rondo in C major Op.73,Preliminary,2023,
Kyoungsun Park,South Korea,,Semifinal,Tchaikovsky,March,Preliminary,2023,
Kyoungsun Park,South Korea,,Final,Mozart,Piano Concerto No.17 in G major K.453,Preliminary,2023,
Kyoungsun Park,South Korea,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Preliminary,Tchaikovsky,Danse caracteristique Op.72 No.4,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Preliminary,Tchaikovsky,Scherzo Fantasy Op.72 No.10,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Preliminary,Rachmaninoff,etude-tableau in E-flat major Op.33 No.7,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Preliminary,Liszt,Transcendental etude No.5,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Preliminary,Chopin,etude in A minor Op.10 No.2,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Preliminary,Beethoven,Sonata in G major Op.31 No.1,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Preliminary,Bach,Prelude and Fugue in D minor BWV 875,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Semifinal,Trenet-Weissenberg,En avril à Paris,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Semifinal,Tchaikovsky,sonata in C-sharp minor Op.posth. 80,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Semifinal,Rachmaninoff,Variations on a Theme of Corelli Op.42,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Semifinal,Scriabin,Three etudes Op.65,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Semifinal,Svetlanov,Moderato (No.1) and Vesnyanki (No.9) from 12 Preludes,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Preliminary,2023,
Marcel Tadokoro,Japan/France,,Final,Mozart,Piano Concerto No.27 in B-flat major K.595,Preliminary,2023,
Min Joo Yi,USA,,Preliminary,Chopin,etude in F major Op.10 No.8,Preliminary,2023,
Min Joo Yi,USA,,Preliminary,Rachmaninoff,etude-tableau in F-sharp minor Op.39 No.3,Preliminary,2023,
Min Joo Yi,USA,,Preliminary,Tchaikovsky,Romance Op.16 No.1,Preliminary,2023,
Min Joo Yi,USA,,Preliminary,Beethoven,sonata in C minor Op.111,Preliminary,2023,
Min Joo Yi,USA,,Preliminary,Bach,Prelude and Fugue in C minor BWV 871,Preliminary,2023,
Min Joo Yi,USA,,Preliminary,Liszt,La campanella,Preliminary,2023,
Min Joo Yi,USA,,Semifinal,Balakirev,Islamey,Preliminary,2023,
Min Joo Yi,USA,,Semifinal,Schumann,Carnaval Op.9,Preliminary,2023,
Min Joo Yi,USA,,Semifinal,Tchaikovsky-Pletnev,Concert Suite from The Nutcracker,Preliminary,2023,
Min Joo Yi,USA,,Semifinal,Tchaikovsky,Impromptu Op.1 No.2,Preliminary,2023,
Min Joo Yi,USA,,Final,Chopin,Piano Concerto No.2 in F minor Op.21,Preliminary,2023,
Min Joo Yi,USA,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Preliminary,2023,
Nikolai Kuznetsov,Russia,,NaN,Chopin,etude in C minor Op.10 No.12,Semifinal,2023,
Nikolai Kuznetsov,Russia,,Preliminary,Liszt,Transcendental Etude No.4,Semifinal,2023,
Nikolai Kuznetsov,Russia,,Preliminary,Rachmaninoff,etude-tableau in E-flat minor Op.39 No.5,Semifinal,2023,
Nikolai Kuznetsov,Russia,,Preliminary,Bach,Prelude and Fugue in B-flat minor BWV 867,Semifinal,2023,
Nikolai Kuznetsov,Russia,,Preliminary,Beethoven,Sonata in A-flat major Op.110,Semifinal,2023,
Nikolai Kuznetsov,Russia,,Preliminary,Tchaikovsky,Nocturne in F major Op.10 No.1,Semifinal,2023,
Nikolai Kuznetsov,Russia,,Semifinal,Musorgsky,Pictures at an Exhibition,Semifinal,2023,
Nikolai Kuznetsov,Russia,,Semifinal,Ginastera,Sonata No.1 Op.22,Semifinal,2023,
Nikolai Kuznetsov,Russia,,Semifinal,Tchaikovsky,Dumka Op.59,Semifinal,2023,
Nikolai Kuznetsov,Russia,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Semifinal,2023,
Nikolai Kuznetsov,Russia,,Final,Rachmaninoff,Piano Concerto No.2 in C minor Op.18,Semifinal,2023,
Qiao Liu,China,,Preliminary,Beethoven,sonata in A-flat major Op.110,Preliminary,2023,
Qiao Liu,China,,Preliminary,Tchaikovsky,Nocturne in F major Op.10 No.1,Preliminary,2023,
Qiao Liu,China,,Preliminary,Bach,Prelude and Fugue in G-sharp minor BWV 863,Preliminary,2023,
Qiao Liu,China,,Preliminary,Chopin,etude in A-flat major Op.10 No.10,Preliminary,2023,
Qiao Liu,China,,Preliminary,Liszt,Concert etude Waldesrauschen,Preliminary,2023,
Qiao Liu,China,,Preliminary,Rachmaninoff,etude-tableau in B minor Op.39 No.4,Preliminary,2023,
Qiao Liu,China,,Semifinal,Rachmaninoff,Sonata No.2 in B-flat minor Op.36,Preliminary,2023,
Qiao Liu,China,,Semifinal,Barber,Sonata Op.26,Preliminary,2023,
Qiao Liu,China,,Semifinal,Debussy,Images Book I,Preliminary,2023,
Qiao Liu,China,,Semifinal,Tchaikovsky,Valse sentimentale Op.51 No.6,Preliminary,2023,
Qiao Liu,China,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Preliminary,2023,
Qiao Liu,China,,Final,Beethoven,Piano Concerto No.4 in G major Op.58,Preliminary,2023,
Sergei Davydchenko,Russia,,Preliminary,Haydn,Sonata in D major Hob.XVI:42,1,2023,
Sergei Davydchenko,Russia,,Preliminary,Tchaikovsky,Marche funèbre from Six Pieces on a Single Theme,1,2023,
Sergei Davydchenko,Russia,,Preliminary,Tchaikovsky,Scherzo from Six Pieces on a Single Theme,,2023,
Sergei Davydchenko,Russia,,Preliminary,Chopin,etude in E minor Op.25 No.5,1,2023,
Sergei Davydchenko,Russia,,Preliminary,Liszt,Transcendental Etude No.5,1,2023,
Sergei Davydchenko,Russia,,Preliminary,Rachmaninoff,Etude-tableau in D major Op.39 No.9,,2023,
Sergei Davydchenko,Russia,,Preliminary,Bach,Prelude and Fugue in B-flat minor BWV 891,1,2023,
Sergei Davydchenko,Russia,,Semifinal,Liszt,Sonata in B minor,1,2023,
Sergei Davydchenko,Russia,,Semifinal,Prokofiev,Sonata No.8 in B-flat major Op.84,1,2023,
Sergei Davydchenko,Russia,,Semifinal,Prokofiev,Prelude from Six Pieces on a Single Theme,,2023,
Sergei Davydchenko,Russia,,Semifinal,Tchaikovsky,Fugue from Six Pieces on a Single Theme,1,2023,
Sergei Davydchenko,Russia,,Final,Prokofiev,Piano Concerto No.2 in G minor Op.16,1,2023,
Sergei Davydchenko,Russia,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,,2023,
Stanislav Korchagin,Russia,,Preliminary,Rachmaninoff,etude-tableau in D minor Op.33 No.4,3,2023,
Stanislav Korchagin,Russia,,Preliminary,Chopin,etude in A-flat major Op.10 No.10,3,2023,
Stanislav Korchagin,Russia,,Preliminary,Haydn,sonata in E-flat major Hob.XVI:45,3,2023,
Stanislav Korchagin,Russia,,Preliminary,Bach,Prelude and Fugue in A-flat major BWV 886,3,2023,
Stanislav Korchagin,Russia,,Preliminary,Liszt,Transcendental Etude No.4,3,2023,
Stanislav Korchagin,Russia,,Preliminary,Tchaikovsky-Pletnev,Five pieces from Concert Suite from The Sleeping Beauty : Prologue / Dance of Pages / Vision / Fairy of Silver / Adagio,3,2023,
Stanislav Korchagin,Russia,,Semifinal,Brahms,Variations on a Theme of Paganini Book II,3,2023,
Stanislav Korchagin,Russia,,Semifinal,Ravel,La valse,3,2023,
Stanislav Korchagin,Russia,,Semifinal,Tchaikovsky,Chant elegiaque Op.72 No.14,3,2023,
Stanislav Korchagin,Russia,,Semifinal,Prokofiev,sonata No.6 in A major Op.82,3,2023,
Stanislav Korchagin,Russia,,Final,Prokofiev,Piano Concerto No.2 in G minor Op.16,3,2023,
Stanislav Korchagin,Russia,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,3,2023,
Suah Ye,South Korea,,Preliminary,Bach,Prelude and Fugue in G minor BWV 885,4,2023,
Suah Ye,South Korea,,Preliminary,Liszt,"Concert Etude No.2 in F Minor ""La Leggierezza""",4,2023,
Suah Ye,South Korea,,Preliminary,Chopin,etude in A minor Op.25 No.11,4,2023,
Suah Ye,South Korea,,Preliminary,Rachaminoff,etude-tableau in E-flat minor Op.33 No.6,4,2023,
Suah Ye,South Korea,,Preliminary,Tchaikovsky-Pletnev,Andante maestoso from Concert Suite from the Nutcracker,4,2023,
Suah Ye,South Korea,,Preliminary,Beethoven,"sonata in C major Op.53 ""waldstein""",4,2023,
Suah Ye,South Korea,,Semifinal,Chopin,Andante Spianato and Grande Polonaise Brillante in E-flat major Op.22,4,2023,
Suah Ye,South Korea,,Semifinal,Tchaikovsky,Un poco di Chopin Op.72 No.15,4,2023,
Suah Ye,South Korea,,Semifinal,Tchaikovsky,Scène dansante. Invitation au trepak Op.72 No.18,4,2023,
Suah Ye,South Korea,,Semifinal,Schumann,Symphonic Etudes Op.13,4,2023,
Suah Ye,South Korea,,Semifinal,Scriabin,sonata No.5 in F-sharp major Op.53,4,2023,
Suah Ye,South Korea,,Final,Rachmaninoff,Piano concerto No.3 in D minor Op.30,4,2023,
Suah Ye,South Korea,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,4,2023,
Timofey Dolya,Russia,,Preliminary,Bach,Prelude and Fugue in G minor BWV 861,Preliminary,2023,
Timofey Dolya,Russia,,Preliminary,Haydn,sonata in F major Hob.XVI:23,Preliminary,2023,
Timofey Dolya,Russia,,Preliminary,Tchaikovsky,Romance in F Minor Op.5,Preliminary,2023,
Timofey Dolya,Russia,,Preliminary,Tchaikovsky,Nocturne in F major Op.10 No.1,Preliminary,2023,
Timofey Dolya,Russia,,Preliminary,Lizt,Un sospiro,Preliminary,2023,
Timofey Dolya,Russia,,Preliminary,Tchaikovsky,Scène dansante. Invitation au trepak Op.72 No.18,Preliminary,2023,
Timofey Dolya,Russia,,Preliminary,Chopin,etude in B minor Op.25 No.10,Preliminary,2023,
Timofey Dolya,Russia,,Semifinal,Brahms,Klavierstücke Op.118,Preliminary,2023,
Timofey Dolya,Russia,,Semifinal,Medtner,Three Tales Op.42,Preliminary,2023,
Timofey Dolya,Russia,,Semifinal,Tchaikovsky,Meditation Op.72 No.5,Preliminary,2023,
Timofey Dolya,Russia,,Semifinal,Prokofiev,sonata No.7 B-flat major Op.83,Preliminary,2023,
Timofey Dolya,Russia,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Preliminary,2023,
Timofey Dolya,Russia,,Final,Prokofiev,Piano Concerto No.3 in C major Op.26,Preliminary,2023,
Valentin Malinin,Russia,,Preliminary,Bach,Prelude and Fugue in C major BWV 870,2,2023,
Valentin Malinin,Russia,,Preliminary,Rachaminoff,etude-tableau in F-sharp minor Op.39 No.3,2,2023,
Valentin Malinin,Russia,,Preliminary,Chopin,etude in B minor Op.25 No.10,2,2023,
Valentin Malinin,Russia,,Preliminary,Tchaikovsky,Tendres reproches Op.72 No.3,2,2023,
Valentin Malinin,Russia,,Preliminary,Liszt,Paganini Etude No.6 in A Minor,2,2023,
Valentin Malinin,Russia,,Preliminary,Tchaikovsky,Scherzo a la Russe Op.1 No.1,2,2023,
Valentin Malinin,Russia,,Preliminary,Beethoven,"sonata in F minor Op.57 ""Appassionata""",2,2023,
Valentin Malinin,Russia,,Semifinal,Prokofiev,sonata No.6 in a major Op.82,2,2023,
Valentin Malinin,Russia,,Semifinal,Scriabin,sonata No.4 in F-sharp major Op.30,2,2023,
Valentin Malinin,Russia,,Semifinal,Scriabin,Valse in A-flat major Op.38,2,2023,
Valentin Malinin,Russia,,Semifinal,Scriabin,Three Etudes Op.65,2,2023,
Valentin Malinin,Russia,,Semifinal,Tchaikovsky,Nocturne in F Major Op.10 No.1,2,2023,
Valentin Malinin,Russia,,Semifinal,Tchaikovsky,Impromptu Op.72 No.1,2,2023,
Valentin Malinin,Russia,,Final,Scriabin,Piano Concerto in F-sharp minor Op.20,2,2023,
Valentin Malinin,Russia,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,2,2023,
Xianfei Liu,China,,Preliminary,Tchaikovsky,Nocturne in F major Op.10 No.1,Semifinal,2023,
Xianfei Liu,China,,Preliminary,Chopin,etude in A-flat major Op.10 No.10,Semifinal,2023,
Xianfei Liu,China,,Preliminary,Haydn,sonata in E-flat major Hob.XVI:52,Semifinal,2023,
Xianfei Liu,China,,Preliminary,Rachmaninoff,etude-tableau in C minor Op.39 No.1,Semifinal,2023,
Xianfei Liu,China,,Preliminary,Tchaikovsky,May,Semifinal,2023,
Xianfei Liu,China,,Preliminary,Liszt,Paganini Etude No.1 in G Minor,Semifinal,2023,
Xianfei Liu,China,,Preliminary,Bach,Prelude and Fugue in B-flat major BWV 866,Semifinal,2023,
Xianfei Liu,China,,Semifinal,Ravel,Jeux d'eau,Semifinal,2023,
Xianfei Liu,China,,Semifinal,Mompou,Variations on a Theme by Chopin,Semifinal,2023,
Xianfei Liu,China,,Semifinal,Prokofiev,Six pieces from 10 Pieces Op.12 (‚Ññ‚Ññ 1 3 6 7 9 10),Semifinal,2023,
Xianfei Liu,China,,Semifinal,Chopin,Ballade No.2 in F major Op.38,Semifinal,2023,
Xianfei Liu,China,,Semifinal,Tchaikovsky,May,Semifinal,2023,
Xianfei Liu,China,,Final,Grieg,Piano Concerto in A minor Op.16,Semifinal,2023,
Xianfei Liu,China,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Semifinal,2023,
Xuanyi Mao,China,,Preliminary,Bach,Prelude and Fugue in C-sharp minor BWV 849,4,2023,
Xuanyi Mao,China,,Preliminary,Rachmaninoff,etude-tableau in E-flat minor Op.33 No.6,4,2023,
Xuanyi Mao,China,,Preliminary,Liszt,Transcendental etude No.10,4,2023,
Xuanyi Mao,China,,Preliminary,Chopin,etude in A minor Op.10 No.2,4,2023,
Xuanyi Mao,China,,Preliminary,Tchaikovsky,Dumka Op.59,4,2023,
Xuanyi Mao,China,,Preliminary,Beethoven,sonata in A-flat major Op.110,4,2023,
Xuanyi Mao,China,,Semifinal,Vine,sonata No.1,4,2023,
Xuanyi Mao,China,,Semifinal,Stravinsky,Trois mouvements de Petrouchka,4,2023,
Xuanyi Mao,China,,Semifinal,Mozart,12 Variations in B-flat major KV 500,4,2023,
Xuanyi Mao,China,,Semifinal,Tchaikovsky,Nocturne Op.19 No.4,4,2023,
Xuanyi Mao,China,,Semifinal,Scriabin,"Sonata No.2 in G-sharp Minor Op.19 (""Sonata-Fantasy"")",4,2023,
Xuanyi Mao,China,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,4,2023,
Xuanyi Mao,China,,Final,Brahms,Piano Concerto. 1 in D Minor Op.15,4,2023,
Yan Fang,China,,Preliminary,Bach,Prelude and Fugue in C-sharp minor BWV 849,Preliminary,2023,
Yan Fang,China,,Preliminary,Liszt,Transcendental etude No.7,Preliminary,2023,
Yan Fang,China,,Preliminary,Chopin,etude in C minor Op.10 No.12,Preliminary,2023,
Yan Fang,China,,Preliminary,Beethoven,sonata in A-flat major Op.110,Preliminary,2023,
Yan Fang,China,,Preliminary,Tchaikovsky,Meditation Op.72 No.5,Preliminary,2023,
Yan Fang,China,,Preliminary,Rachmaninoff,etude-tableau in E-flat minor Op.33 No.6,Preliminary,2023,
Yan Fang,China,,Semifinal,Tchaikovsky,June,Preliminary,2023,
Yan Fang,China,,Semifinal,Tchaikovsky,October,Preliminary,2023,
Yan Fang,China,,Semifinal,Bach-Busoni,Chaconne in D Minor,Preliminary,2023,
Yan Fang,China,,Semifinal,Rachmaninoff,sonata No.2 in B-flat minor Op.36,Preliminary,2023,
Yan Fang,China,,Semifinal,Scriabin,Fantasy in B minor Op.28,Preliminary,2023,
Yan Fang,China,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Preliminary,2023,
Yan Fang,China,,Final,Ravel,Piano Concerto No.1 in G major,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Preliminary,Tchaikovsky,Berceuse Op.72 No.2,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Preliminary,Liszt,Transcendental Etude No.10,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Preliminary,Chopin,Etude in A minor Op.25 No.4,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Preliminary,Chopin,Chant elegiaque Op.72 No.14,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Preliminary,Rachmaninoff,Scène dansante: Invitation au trepak Op.72 No.18,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Preliminary,Rachmaninoff,etude-tableau in D major Op.39 No.9,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Preliminary,Tchaikovsky,Un poco di Chopin Op.72 No.15,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Preliminary,Haydn,Sonata in G Major Hob.XVI:6,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Preliminary,Bach,Prelude and Fugue in B-flat minor BWV 867,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Semifinal,Tchaikovsky,Dumka Op.59,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Semifinal,Debussy,Images Book I,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Semifinal,Brahms,sonata in F minor Op.5,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Semifinal,Debussy,Etude Pour les octaves,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Semifinal,Debussy,La fille aux cheveux de lin from Preludes Book I,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Final,Tchaikovsky,Piano Concerto No.2 in G major Op.44,Preliminary,2023,
Yelaman Yernur,Kazakhstan,,Final,Prokofiev,Piano Concerto No.1 in D-flat major Op.10,Preliminary,2023,
Zijing Zeng,China,,Preliminary,Tchaikovsky,October,Preliminary,2023,
Zijing Zeng,China,,Preliminary,Rachmaninoff,etude-tableau in E-flat minor Op.33 No.6,Preliminary,2023,
Zijing Zeng,China,,Preliminary,Chopin,etude in C minor Op.10 No.12,Preliminary,2023,
Zijing Zeng,China,,Preliminary,Liszt,Transcendental Etude No.10,Preliminary,2023,
Zijing Zeng,China,,Preliminary,Beethoven,sonata in E major Op.109,Preliminary,2023,
Zijing Zeng,China,,Preliminary,Bach,Prelude and Fugue in D major BWV 874,Preliminary,2023,
Zijing Zeng,China,,Semifinal,Rachmaninoff,Moments musicaux Op.16,Preliminary,2023,
Zijing Zeng,China,,Semifinal,Tchaikovsky,Chant elegiaque Op.72 No.14,Preliminary,2023,
Zijing Zeng,China,,Semifinal,Liszt,Après une lecture de Dante (Fantasia quasi sonata),Preliminary,2023,
Zijing Zeng,China,,Final,Beethoven,Piano Concerto No.1 in C major Op.15,Preliminary,2023,
Zijing Zeng,China,,Final,Tchaikovsky,Piano Concerto No.2 in G major Op.44,Preliminary,2023,
An Tianxu,China,,Preliminary,Tchaikovsky,Scherzo Fantasy Op.72 No.10,4,2019,
An Tianxu,China,,Preliminary,Bach,Prelude and Fugue in C major BWV 870,4,2019,
An Tianxu,China,,Preliminary,Rachmaninoff,Etudes-tableau in A Minor Op.39 No.6,4,2019,
An Tianxu,China,,Preliminary,Liszt,Transcendental Etude No.8,4,2019,
An Tianxu,China,,Preliminary,Chopin,Etude in A–flat major Op.10 No.10,4,2019,
An Tianxu,China,,Semifinal,Prokofiev,Four Pieces for Piano Op.2,4,2019,
An Tianxu,China,,Semifinal,Rachmaninoff,Variations on a Theme by Chopin Op.22,4,2019,
An Tianxu,China,,Semifinal,Brahms,Paganini Variations Op.35 Book 1,4,2019,
An Tianxu,China,,Final,Rachmaninoff,Rhapsody on a Theme of Paganini Op.43,4,2019,
An Tianxu,China,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,4,2019,
Beisembayev Alim,Kazakhstan,,Preliminary,Bach,Prelude and Fugue in E-flat minor BWV 853,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Preliminary,Rachmaninoff,Etude-tableau in D major Op.39 No.9,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Preliminary,Liszt,Transcendental Etude No.12,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Preliminary,Chopin,Etude in C major Op.10 No.7,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Preliminary,Beethoven,Sonata in D major Op.10 No.3,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Preliminary,Tchaikovsky,Nocturne F major Op.10 No.1,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Semifinal,Scarlatti,Sonata in Gmajor K.13,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Semifinal,Scarlatti,Sonata in B Minor K.87,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Semifinal,Stravinsky,Firebird Suite,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Semifinal,Schumann,Symphonic Etudes Op.13,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Semifinal,Prokofiev,Visions Fugitives Op.22 Nos. 1-8 11 14 16 19 20,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Final,Beethoven,Piano Concerto No.4 in G major Op.58,Preliminary,2019,
Beisembayev Alim,Kazakhstan,,Final,Rachmaninoff,Rhapsody on a Theme of Paganini Op.43,Preliminary,2019,
Broberg Kenneth,USA,,Preliminary,Beethoven,sonata in A-flat major op 110,3,2019,
Broberg Kenneth,USA,,Preliminary,Tchaikovsky,Dumka Op.59,3,2019,
Broberg Kenneth,USA,,Preliminary,Chopin,Etude in E minor op 25 No.5,3,2019,
Broberg Kenneth,USA,,Preliminary,Rachmaninoff,Etude-tableau in D minor op 39 No.8,3,2019,
Broberg Kenneth,USA,,Preliminary,Bach,Prelude and Fugue in A-flat major BWV 862,3,2019,
Broberg Kenneth,USA,,Preliminary,Liszt,Transcendental Etude No.8,3,2019,
Broberg Kenneth,USA,,Semifinal,Barber,sonata Op.26,3,2019,
Broberg Kenneth,USA,,Semifinal,Medtner,sonata in E minor op 25 No.2,3,2019,
Broberg Kenneth,USA,,Semifinal,Bach,Toccata in C minor BWV 911,3,2019,
Broberg Kenneth,USA,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,3,2019,
Cano Smit Albert,Spain,,Preliminary,Chopin,Etude in B minor Op.25 No.10,Preliminary,2019,
Cano Smit Albert,Spain,,Preliminary,Liszt,Transcendental Etude No.10,Preliminary,2019,
Cano Smit Albert,Spain,,Preliminary,Tchaikovsky,Romance in f major Op.51 No.5,Preliminary,2019,
Cano Smit Albert,Spain,,Preliminary,Rachmaninoff,Etude-tableau in D major Op.39 No.9,Preliminary,2019,
Cano Smit Albert,Spain,,Preliminary,Beethoven,"sonata in d minor Op.31 No.2 ""tempest""",Preliminary,2019,
Cano Smit Albert,Spain,,Preliminary,Bach,Prelude and Fugue in G minor BWV 885,Preliminary,2019,
Cano Smit Albert,Spain,,Semifinal,Scriabin,Poeme in F-sharp major Op.32 No.1,Preliminary,2019,
Cano Smit Albert,Spain,,Semifinal,Prokofiev,Sonata No.7 in B-flat major Op.83,Preliminary,2019,
Cano Smit Albert,Spain,,Semifinal,Schumann,Humoresque in B-flat major Op.20,Preliminary,2019,
Cano Smit Albert,Spain,,Semifinal,Bach,'The Art of Fugue'I IV II V IX —Contrapunctus BWV 1080,Preliminary,2019,
Cano Smit Albert,Spain,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Preliminary,2019,
Cano Smit Albert,Spain,,Final,Brahms,Piano Concerto No.1 in D minor Op.15,Preliminary,2019,
Daneshpour Sara,USA,,Preliminary,Chopin,Etude in F major Op.10 No.8,Semifinal,2019,
Daneshpour Sara,USA,,Preliminary,Liszt,Concert Etude Gnomenreigen,Semifinal,2019,
Daneshpour Sara,USA,,Preliminary,Rachmaninoff,Etude-tableau in C Minor Op.39 No.1,Semifinal,2019,
Daneshpour Sara,USA,,Preliminary,Bach,Prelude and Fugue in G minor BWV 885,Semifinal,2019,
Daneshpour Sara,USA,,Preliminary,Haydn,sonata in F major Hob.XVI: 23,Semifinal,2019,
Daneshpour Sara,USA,,Preliminary,Tchaikovsky-Pletnev,Suite from the Ballet 'The Sleeping Beauty',Semifinal,2019,
Daneshpour Sara,USA,,Semifinal,Prokofiev,Sonata No.8 in B-flat major Op.84,Semifinal,2019,
Daneshpour Sara,USA,,Semifinal,Chopin,Barcarolle in F-sharp major Op.60,Semifinal,2019,
Daneshpour Sara,USA,,Semifinal,Boulez,'Incises' (version 2001),Semifinal,2019,
Daneshpour Sara,USA,,Semifinal,Bach,Bach. 'The Art of Fugue' (2 selections),Semifinal,2019,
Daneshpour Sara,USA,,Final,Prokofiev,Piano Concerto No.2 in G minor Op.16,Semifinal,2019,
Daneshpour Sara,USA,,Final,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Semifinal,2019,
Fujita Mao,Japan,,Preliminary,Liszt,Transcendental Etude No.10,2,2019,
Fujita Mao,Japan,,Preliminary,Rachmaninoff,Etude-tableau in E-flat minor Op.39 No.5,2,2019,
Fujita Mao,Japan,,Preliminary,Chopin,Etude in A minor Op.25 No.11,2,2019,
Fujita Mao,Japan,,Preliminary,Mozart,sonata in C major K.330,2,2019,
Fujita Mao,Japan,,Preliminary,Bach,Prelude and Fugue in A minor BWV 865,2,2019,
Fujita Mao,Japan,,Preliminary,Tchaikovsky,Dumka Op.59,2,2019,
Fujita Mao,Japan,,Semifinal,Chopin,sonata No.3 in B minor Op.58,2,2019,
Fujita Mao,Japan,,Semifinal,Scriabin,"SonataNo.2inG-sharpMinorOp.19(""Sonata-Fantasy"")",2,2019,
